mode,accuracy,balanced_accuracy,f1_macro,mcc,roc_auc,pr_auc,avg_ns,avg_ts,nodes,leaves,depth,train_ms,infer_ms,dataset,fold
classic,0.94,0.6560283687943262,0.6842105263157895,0.3781877902948909,0.9370567375886524,0.3585858585858585,0.0,0.0,67,34,21,5376.986026763916,11.572837829589844,pc1,11
metacog,0.94,0.5,0.4845360824742268,0.0,0.5,0.06,0.1285830805007828,0.6024021415019561,1,1,1,14548.586368560793,4.659414291381836,pc1,11
classic,0.88,0.4731182795698925,0.4680851063829787,-0.0629405806690978,0.728110599078341,0.2061904761904761,0.0,0.0,89,45,21,5280.073165893555,6.972551345825195,pc1,12
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0768545572789563,0.6964717543152129,1,1,1,14450.415134429932,4.049062728881836,pc1,12
classic,0.92,0.6267281105990783,0.6453900709219859,0.2967198802971756,0.6405529953917051,0.1757142857142857,0.0,0.0,77,39,21,5412.478446960449,12.214422225952148,pc1,13
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1653791702570755,0.7442726609668825,1,1,1,14087.711095809937,4.068613052368164,pc1,13
classic,0.91,0.6874039938556068,0.6756756756756757,0.3525010580494761,0.6643625192012289,0.2542857142857143,0.0,0.0,87,44,21,5120.279788970947,13.140439987182615,pc1,14
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0924170887567128,0.940631706169324,1,1,1,14393.526554107666,4.030704498291016,pc1,14
classic,0.92,0.4946236559139785,0.4791666666666667,-0.0275733763415314,0.7219662058371736,0.1924649859943977,0.0,0.0,67,34,21,5141.170263290405,11.631011962890623,pc1,15
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0470354909649393,0.9940027413785848,1,1,1,14592.506170272827,3.654003143310547,pc1,15
classic,0.9,0.5499231950844854,0.5567375886524822,0.1168896498140388,0.7926267281105992,0.2222408963585434,0.0,0.0,73,37,21,4931.561470031738,12.209177017211914,pc1,16
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.149718686852364,0.5832869385266125,1,1,1,13899.048328399658,4.415750503540039,pc1,16
classic,0.89,0.6105990783410138,0.6036036036036037,0.2080334113078875,0.7119815668202765,0.2104576376004947,0.0,0.0,69,35,21,5203.246593475342,14.17398452758789,pc1,17
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1456096617417236,0.8949247485177294,1,1,1,14410.251379013062,4.044771194458008,pc1,17
classic,0.93,0.5660522273425499,0.5927865037812682,0.2407575533699548,0.7350230414746544,0.2953061224489796,0.0,0.0,77,39,21,5045.610666275024,12.37773895263672,pc1,18
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.2588033165996751,0.7842491573758279,1,1,1,14152.95433998108,4.0130615234375,pc1,18
classic,0.93,0.6981566820276498,0.7120526532291238,0.4257843157717432,0.7365591397849462,0.2882417582417582,0.0,0.0,83,42,21,5547.804117202759,11.686325073242188,pc1,19
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0562502176769618,0.6025995443675148,1,1,1,14743.667602539062,4.233837127685547,pc1,19
classic,0.92,0.7234042553191489,0.6927803379416283,0.391130858858204,0.7960992907801417,0.3676190476190476,0.0,0.0,83,42,21,5086.939811706543,10.163545608520508,pc1,20
metacog,0.94,0.5,0.4845360824742268,0.0,0.5,0.06,0.1972911393274729,0.9138577131326064,1,1,1,13957.62014389038,4.490375518798828,pc1,20
classic,0.94,0.7340425531914894,0.7340425531914894,0.4680851063829787,0.7792553191489361,0.2625925925925926,0.0,0.0,89,45,21,5941.879034042358,13.509750366210938,pc1,21
metacog,0.94,0.5,0.4845360824742268,0.0,0.5,0.06,0.1112274387510361,0.9149381054310866,1,1,1,14747.502326965332,4.915714263916016,pc1,21
classic,0.94,0.7035330261136713,0.7340425531914894,0.4765501107803123,0.8271889400921659,0.4842857142857142,0.0,0.0,73,37,21,5950.952053070068,12.818098068237305,pc1,22
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1239708271631747,0.8426218080136775,1,1,1,14180.367469787598,4.090785980224609,pc1,22
classic,0.91,0.6213517665130568,0.6297819827231592,0.2607516352400598,0.7158218125960062,0.2330075187969924,0.0,0.0,69,35,21,5491.870164871216,10.185956954956056,pc1,23
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.053590833220241,0.2151222473872217,1,1,1,13861.818790435793,4.247903823852539,pc1,23
classic,0.9,0.6159754224270353,0.6159754224270353,0.2319508448540706,0.7972350230414746,0.2444897959183673,0.0,0.0,75,38,21,4754.343986511231,8.452415466308594,pc1,24
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.082525959169861,0.7941865518959196,1,1,1,14075.54531097412,4.65846061706543,pc1,24
classic,0.93,0.6321044546850998,0.6632996632996633,0.3440110085284121,0.7434715821812595,0.2607692307692307,0.0,0.0,75,38,21,4942.603588104248,12.639522552490234,pc1,25
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0524826139217495,0.4481353060483574,1,1,1,13962.952375411987,4.093170166015625,pc1,25
classic,0.91,0.5552995391705069,0.5670995670995671,0.1440046082211958,0.640552995391705,0.1390870032223415,0.0,0.0,69,35,21,5612.62059211731,14.301776885986328,pc1,26
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1003770478627346,0.3454003142359874,1,1,1,14384.616613388062,3.964900970458984,pc1,26
classic,0.94,0.6374807987711213,0.6842105263157895,0.4112595937738128,0.7457757296466975,0.3442857142857142,0.0,0.0,69,35,21,5095.953702926636,12.047767639160156,pc1,27
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.1341030528805419,0.6028954062741086,1,1,1,14217.851400375366,4.094600677490234,pc1,27
classic,0.93,0.6321044546850998,0.6632996632996633,0.3440110085284121,0.7910906298003072,0.2992207792207792,0.0,0.0,73,37,21,4757.404565811157,10.071039199829102,pc1,28
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0502769719398233,0.3954927469000455,1,1,1,14057.78169631958,4.065752029418945,pc1,28
classic,0.94,0.5714285714285714,0.609375,0.3663319999660611,0.7757296466973886,0.2927272727272727,0.0,0.0,73,37,21,5234.468221664429,13.808965682983398,pc1,29
metacog,0.93,0.5,0.4818652849740932,0.0,0.5,0.07,0.0952656302907462,0.5626756374008622,1,1,1,14546.151876449583,4.244565963745117,pc1,29
classic,0.92,0.6453900709219859,0.6453900709219859,0.2907801418439716,0.925531914893617,0.5151515151515151,0.0,0.0,69,35,21,5336.153984069824,12.190818786621094,pc1,30
