theta_accept,theta_reject,gamma,utility,mean_mcc,mean_accuracy,mean_nodes,mean_depth,mean_cr,stump_count,mean_train_ms
0.2,0.07,0.15,-0.03823140145299207,0.27544612800169166,0.6085833333333334,2.7,1.85,0.08161235272658116,1,14849.96075630188
0.2,0.05,0.3,-0.03823140145299207,0.27544612800169166,0.6085833333333334,2.7,1.85,0.08161235272658116,1,14532.964026927948
0.2,0.07,0.2,-0.03823140145299207,0.27544612800169166,0.6085833333333334,2.7,1.85,0.08161235272658116,1,14781.39615058899
0.35,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,14112.586116790771
0.25,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,12803.082346916199
0.2,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,13586.500215530396
0.15,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,13523.396670818329
0.4,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,11936.467564105988
0.3,0.03,0.5,-0.08362172912401443,0.23092160119647023,0.5919166666666666,2.5,1.75,0.07728334839757682,1,12074.426519870758
0.2,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,14559.259378910065
0.3,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,13473.312079906464
0.4,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,14282.924222946167
0.35,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,14782.854557037354
0.25,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,13381.450366973877
0.15,0.1,0.1,-0.31734720944402234,0.2496090085352516,0.5974722222222222,2.5,1.75,0.06521891010363033,2,15098.45142364502
0.35,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,12524.785876274109
0.3,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,12518.650007247925
0.3,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,11868.854403495789
0.4,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,11988.57342004776
0.25,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,11943.546986579895
0.25,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,11790.342593193054
0.35,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,13271.062362194061
0.4,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,12054.376363754272
0.15,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,13604.65111732483
0.15,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,13249.780285358429
0.2,0.1,0.15,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,12547.316694259644
0.2,0.12,0.1,-0.3627375371150447,0.20508448173003013,0.5808055555555556,2.3,1.65,0.060889905774626,2,12727.514159679413
0.15,0.05,0.4,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,12046.748805046082
0.15,0.07,0.4,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11766.51508808136
0.15,0.07,0.3,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11706.259298324585
0.15,0.1,0.2,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11964.175832271576
0.25,0.05,0.4,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11205.80643415451
0.25,0.05,0.5,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11201.85227394104
0.15,0.12,0.15,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11772.227990627289
0.15,0.05,0.5,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,11981.058883666992
0.3,0.07,0.3,-0.41177050270512383,0.15691731700575184,0.5623845029239767,2.1,1.55,0.05656090144562167,2,10388.25113773346
